Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Provo-Orem,UT,Provo-OremUT,35,0.4161247259117907,0.29942875571622884,-1.2217212985277073,2.9277607310128566,75,58,7,80,616791,24.37258278519605,24.8,8.311405322062091,10.7,9.5,5.5,69.1,66.5,42.1,15,24.7,7.7,10.5,74387,7.199999999999999,26153,26511,8.1,40.300000000000004,7.3,4.2,69,31,-1118,18328.07,791423288.81,16,6783.79,469197005.69,16,0,6442513,123046,91610,10,0,1,1,1,0,1,2,0,86654,4956,35368,9436651,1983,7,771,38164,42696,0,285374977.68,53329,1831479780.7137775,0.09200000017881393,0.10400000214576721,0.06700000166893005,30812463000,379246,28186823000,157.148,30932099,27512658,177.842,36866060,31135789,43996,28960033,50616,35286303
Salinas,CA,SalinasCA,33,1.5414993982251004,-0.24439693152001765,-1.227309193661595,-0.6625133724414315,95,36,6,57,433410,6.375250039883662,34.4,46.70358321220092,13.100000000000001,19.400000000000002,8.1,61.1,56.599999999999994,29.099999999999998,19.8,18.7,20.599999999999998,11.799999999999999,71015,4.6,30073,29620,9.8,24.7,29.799999999999997,27.3,50.9,49.1,-1073,4242.19,283103082.19,5,3886.47999999999,488342118.75,6,27083828,204875,0,45983,4,2,0,0,3,0,0,1,0,40241,5742,18878,7127315,1467,4,748,35052,19300,0,631925607.86,60178,955839566.5577811,0.04800000041723251,0.050999999046325684,0.04100000113248825,28505134000,258319,24505664000,126.728,28078519,26427441,125.217,30712263,26112268,56313,24787069,63449,27747802
Tallahassee,FL,TallahasseeFL,8,0.5772803553367152,-0.8947016580417042,-0.5155974699685362,10.50300548246396,83,17,28,93,382197,6.050650543437541,33.8,39.3901574319003,20,22.1,8.4,61.9,57.4,43.7,18.5,24.099999999999998,6.6000000000000005,7.1,51874,4.3,28766,29325,8.799999999999999,38.4,6.1,2.5,59.099999999999994,40.9,-704,7746.29,402707778.75,12,6917.46,495861555.3,13,802318697,41740791,169352,77152,5,0,1,0,0,0,2,1,0,64943,12209,37260,22081685,4203,4,798,45295,24486,0,268472036.25,59963,1238684951.9669945,0.11400000005960464,0.10899999737739563,0.08299999684095383,18332708000,238215,17048944000,107.138,18152948,15725332,111.641,20148962,16386224,44955,17219274,52279,20167871
Bloomington,IL,BloomingtonIL,22,0.24379549876023415,0.3318180169577722,-0.458260936153979,9.556694231404324,67,59,30,92,172578,-8.815774874116967,33.1,16.717078654289654,14.899999999999999,11.200000000000001,10,65.7,63.6,43.5,17.5,23.400000000000002,5.7,9.9,67675,4.7,34532,34481,4,44.800000000000004,6.6000000000000005,2.5,64.2,35.8,-1989,5052.97,344925600.76,5,2875.63,154107874.96,6,350541081,638788,339999,33503,2,1,0,1,0,0,1,0,0,30205,3298,14918,8051023,1683,3,377,16268,13326,0,173130602.6,29122,685772338.2312618,0.06400000303983688,0.10700000077486038,0.08100000023841858,16316081000,117657,9252789000,124.701,15089243,13518228,119.229,15140725,12925097,50152,8574798,58503,9997479
Modesto,CA,ModestoCA,33,0.4351120298738592,-0.20162634699250676,-0.7732915417018594,-2.4977808889824993,76,38,19,32,543194,6.575080148013868,34.1,23.432328044860583,15.1,20.4,10.7,61,55.400000000000006,28.000000000000004,17.7,21.4,14.399999999999999,18.4,60704,4.7,26258,32037,5.7,17.1,20.3,16.5,61.6,38.4,-1500,4131.55,320040618.48,9,6773.15,708641286.86,16,16552260.999999998,0,790417,37920,8,0,1,0,1,0,0,0,0,36406,1514,13684,9400050,1917,6,1098,54543,33368,0,462142795.25,81609,1297758698.5120375,0.08100000023841858,0.07599999755620956,0.05900000035762787,24042666000,255667,23860986000,123.055,24002793,21574356,125.218,26519792,21953592,43729,24138747,52356,28952717
Racine,WI,RacineWI,14,-0.5449214049632217,0.5875838468027479,-1.0702850609503562,-7.2686212276231394,23,70,10,1,195602,0.4447046257497256,40.2,19.120970133229722,12.4,18.5,7.3,63.800000000000004,61,31.8,17.4,21.4,8.7,20.7,61336,3.5000000000000004,31572,35689,5.1,25.2,4.7,3,67,33,-125,192.92,4497435.64,6,2671.08,171677011.26,4,0,0,0,157,2,0,0,0,0,0,0,1,0,106,51,70,87970,16,2,316,14037,11981,0,205912116.47,39088,241285406.50360644,0.0430000014603138,0.050999999046325684,0.027000000700354576,8566653000,96332,9953178000,90.389,8578081,7330374,91.411,9100374,7413316,50274,9941859,56884,11200309
Cleveland,TN,ClevelandTN,25,-0.8427251714008867,-0.46541609757113006,-1.2959018116350411,-1.1835296522894105,12,27,5,49,122563,7.622802550007912,40.3,9.302970717100594,15.9,22.2,10,60.199999999999996,56.8,31.900000000000002,16.900000000000002,19.5,10.5,21.099999999999998,49921,3.6999999999999997,26483,30092,11.1,20.8,5.2,3.3000000000000003,70.5,29.5,-255,685.85,24619047.11,4,896.26,56774539.44,2,0,0,0,11002,1,1,0,0,1,0,0,1,0,10003,999,4136,3416777,766,1,183,9140,6534,0,142540925.68,26724,151297711.66262484,0.04699999839067459,0.0430000014603138,0.026000000536441803,4841179000,64466,4937969000,98.471,4920620,4303395,102.139,5423969,4463690,39329,4932087,45404,5808942
McAllen-Edinburg-Mission,TX,McAllen-Edinburg-MissionTX,11,0.7781510952588763,-2.687469614543118,-0.3718720654494173,0.5180087851501207,87,1,34,70,855176,16.038986502897657,29.2,13.732494831473288,29.7,41.4,23.7,58.4,54.300000000000004,27.800000000000004,23.599999999999998,23.5,12.9,12.1,40014,5.800000000000001,17175,22344,30.3,18.7,26.8,32.2,65.10000000000001,34.9,555,5737.73,391581637.93,29,10255.93,737651598.35,25,0,4097082,299820,83692,14,0,1,0,0,0,1,0,0,78281,5411,30090,36173344,7094,8,2181,96298,109810,0,536626972.94,101248,1524653860.1761827,0.1080000028014183,0.08100000023841858,0.0689999982714653,22529550000,394011,24360809000,112.597,22550219,19933787,117.928,25508724,20877561,28256,24428598,34503,30374915
Montgomery,AL,MontgomeryAL,4,0.2936905551819496,-0.561171117629283,0.4463931884259415,-2.170458342521197,70,24,70,37,373544,0.8068999390102416,37.4,49.83375452423275,17.299999999999997,26.400000000000002,9.9,59.4,55.00000000000001,37.5,16.8,22.6,6.7,16.400000000000002,52649,3.3000000000000003,28939,31466,9,30,3.6999999999999997,2.4,65.10000000000001,34.9,1172,3994.97,151262292.49,27,6064.85,422265309.88,12,15735843,888219,120930,22278,3,1,0,1,5,0,0,1,0,19173,3105,8740,9697796,1890,8,1069,50103,71221,0,320275611.72,69969,809443408.2657359,0.06499999761581421,0.07000000029802322,0.05000000074505806,18756175000,227372,16594775000,102.284,18840804,16347759,104.403,20250047,16686325,43084,16595012,49310,19023534
Yuma,AZ,YumaAZ,23,0.5056822963414146,-1.4938993271743077,-0.910348687305453,-4.030791346233977,79,6,14,16,209468,9.941950180027925,34.6,23.680944106020966,19.400000000000002,28.499999999999996,14.000000000000002,54.50000000000001,46.9,26.3,21.099999999999998,20.7,18.3,13.600000000000001,45243,2.4,21758,26452,12.7,15,26.3,20,70.1,29.9,1771,655.39,35196678.25,3,2272.18,220828920.56,6,0,0,0,11781,1,1,0,0,0,0,0,0,0,11781,0,4564,2452265,546,2,447,17817,12197,0,258287256.2,34635,332594041.6553016,0.06199999898672104,0.057999998331069946,0.04600000008940697,7980325000,90300,7510265000,123.691,8059150,7460962,124.689,8977170,7521194,37624,7603746,44299,9169548
Gainesville,FL,GainesvilleFL,10,0.4903741392085821,-1.4775845978648803,2.13578673147389,14.252784832803286,78,6,96,96,323799,24.094201509983513,33.7,27.55196896840324,21,21.4,9.6,57.8,54.7,43.5,20.599999999999998,21.099999999999998,7.199999999999999,7.6,46843,5.1,27372,26608,9.8,37,9.4,3.9,61.199999999999996,38.800000000000004,-1195,7151.34,454841402.31,11,17544.309999999998,1438450146.94,12,1825249532,190417884,401941,83750,3,0,1,1,0,0,1,3,0,63504,20246,42366,11750045,2390,4,1551,83349,58008,0,353662594.08000004,44495,2505363531.856269,0.25099998712539673,0.22300000488758087,0.20000000298023224,15017797000,187252,13200616000,117.907,15858048,13800360,127.752,18353884,14952622,44323,14909169,50623,17300562
Tuscaloosa,AL,TuscaloosaAL,10,0.12154556234709872,-1.2201628104081892,0.3110067733383505,8.896220675822212,59,10,67,91,250681,17.275466190106382,34.4,39.40506061488505,19.2,24.7,10.6,57.099999999999994,53.300000000000004,34.699999999999996,16.6,20.4,8.9,19.400000000000002,50408,3.4000000000000004,25759,27805,7.7,27.400000000000002,3.4000000000000004,2.1,64.1,35.9,398,8049.48,473617434.01,12,6673.27,466024215.63,10,1519595272,4307520,259706,50478,2,1,0,1,0,0,1,0,0,44091,6387,21392,8565829,1706,4,831,32949,24990,0,263496031.33,42853,1218720548.2652597,0.13500000536441803,0.14499999582767487,0.12399999797344208,12009203000,142239,9726688000,108.694,12120628,11257537,107.553,12913789,11139419,37609,10044340,43362,11629336
Daphne-Fairhope-Foley,AL,Daphne-Fairhope-FoleyAL,7,-0.6633249973422671,0.15493386461724534,-0.5426117137295009,5.962429562006066,18,53,26,88,212830,0,43,13.794577832072546,10.4,13.4,7.3999999999999995,57.699999999999996,55.2,37.1,17.8,23.799999999999997,9.3,12,58320,6.5,32626,32257,8.9,31.900000000000002,3.6999999999999997,1.7999999999999998,75.9,24.099999999999998,934,1764.99,55652300.48,11,2233.46,130819302.71,15,0,0,0,48630,1,1,0,0,0,1,0,1,0,38382,10248,18030,4703564,903,3,298,17394,23160,0,250721001.55,51579,293504809.1209385,0.054999999701976776,0.05700000002980232,0.027000000700354576,8416995000,117031,10791564000,131.431,8423025,7132205,144.294,9891548,7830237,48380,10986182,54659,13079505
Cincinnati,OH-KY-IN,CincinnatiOH-KY-IN,12,0.19535436442862467,0.8521371861114676,-0.09306594740161603,-2.1366450084716204,63,77,48,38,2201741,4.328235716675244,37.9,18.241927638173607,12.2,16.8,7.8,65.9,62.9,40.6,16,21.9,6.9,14.499999999999998,63987,5,34575,36917,5.2,33.6,4.8,2.3,68.89999999999999,31.1,-630,20163.11,846306207.42,64,56486.53,4197286961.87,64,2377993178,77455479,305000,142648,17,5,3,2,3,2,2,12,0,117020,25628,69384,25869744,5618,29,5629,254899,233531,149617325,2132228594.5500002,371617,6836254406.562479,0.08799999952316284,0.10999999940395355,0.0729999989271164,155432398000,1392996,124429584000,118.973,157841221,136730231,123.214,171737526,141603974,56152,126246404,63116,142639155
Iowa City,IA,Iowa CityIA,16,0.6353198962633287,0.11155227602735504,3.197824507486857,16.17863138425378,84,51,100,97,170677,14.841205759655507,31.3,16.537670570727165,17,14.000000000000002,5.1,71.1,68.60000000000001,45.6,18.2,18.099999999999998,6.9,11.200000000000001,62544,4.5,34517,30721,5.8999999999999995,48.3,10.9,6.2,61.5,38.5,-1447,8972.05,567311358.98,24,13232.43,1230380906.69,7,1578933348,175291393,314695,35468,1,0,0,0,0,0,1,1,0,26680,8788,18418,4145521,953,3,1064,41786,39907,0,157540985.5,23179,2384058409.561772,0.27000001072883606,0.23800000548362732,0.22699999809265137,11254655000,130771,9691915000,112.973,11297274,9740577,111.519,11989228,9615267,55518,9681989,60316,10690422
Visalia,CA,VisaliaCA,23,0.5768041959760671,-1.6994541878589717,-1.6138688335877462,-1.1789028699673494,83,4,2,49,461898,7.567232722564299,31,26.29065291471277,23.799999999999997,31.7,13.700000000000001,59.099999999999994,53.400000000000006,26.900000000000002,17.9,19.1,21,15,49687,3.6999999999999997,21380,26622,8.1,14.6,21.8,26.200000000000003,57.3,42.699999999999996,-778,2344.3,171444211.92,7,1573.76,160120381.76,8,0,0,0,33575,5,2,1,0,0,0,0,0,0,33575,0,17492,19044867,4236,2,595,33901,15084,0,499360989.93,59116,404138378.08272904,0.02800000086426735,0.026000000536441803,0.02199999988079071,18884066000,212255,18648743000,133.084,18802748,17686797,130.633,20580771,17361025,40061,18835476,47986,22891980
Ogden-Clearfield,UT,Ogden-ClearfieldUT,14,-0.1266293006697587,1.2917886929853208,-1.1102395390710207,-3.280000058512051,44,90,9,24,662875,25.927537167976844,31.8,9.854195738261362,7.3999999999999995,8.7,6.3,68.5,65.8,37.8,13.8,23.7,9.3,15.4,75062,5.6000000000000005,29411,34172,7.5,31.4,5.4,3.1,75.1,24.9,417,5760.73,285413982.23,19,6636.79,490892796.54,18,150521514,0,0,46682,5,0,1,0,1,0,0,1,0,45678,1004,16646,4834488,1038,9,1090,42301,38660,0,442927421.28999996,79843,1057954912.976377,0.054999999701976776,0.05900000035762787,0.03700000047683716,30710272000,374302,31558143000,127.439,30671633,27189115,137.136,35071325,29258107,45219,31108124,52305,36963553
Hartford-East Hartford-Middletown,CT,Hartford-East Hartford-MiddletownCT,22,0.7440101113471387,1.7087693226616794,-0.41203187685173587,-0.1423152033710659,87,95,32,64,1207677,0.3201467325345986,40.8,24.832798836112634,9.9,12.7,7.8,66,62.2,44.6,16.5,21.5,6.6000000000000005,10.8,77769,5,41384,44036,3.8,39.1,13.3,7.3,67.9,32.1,-7503,18033.47,1103054804.89,55,24172.51,2073868426.96,37,2280145161,84164041,399819,102180,11,5,0,3,1,2,1,4,0,84110,18070,47094,23709380,5213,11,2615,132011,121673,2396990,1296482870.1599998,219260,4284846472.077576,0.07199999690055847,0.09099999815225601,0.06400000303983688,104286433000,821711,77226143000,107.972,104291778,92668001,105.637,106507622,90663652,64078,77822892,69951,84774218
Joplin,MO,JoplinMO,13,-0.7521212387683467,-0.4028039666193956,1.1646790255480381,-1.7048466220759773,13,30,87,42,178100,3.192537226954051,37,9.640651319483435,15.9,22.900000000000002,8.6,62.9,59.8,30.3,17.299999999999997,22.900000000000002,9.5,20,49098,4,25748,28906,13,22.400000000000002,4,2.9000000000000004,70.3,29.7,177,1253.52,52353948.53,4,3939.16,330438294.42,14,0,0,0,14120,6,1,0,1,0,0,0,1,0,13610,510,6254,4979360,1089,5,695,32961,17290,0,220493432.78000003,34273,516104640.2989603,0.10199999809265137,0.09200000017881393,0.07800000160932541,7862772000,103995,7306310000,105.113,7858297,6939929,103.846,8319062,6856285,39800,7192698,44292,8085095
Farmington,NM,FarmingtonNM,20,-0.1243992401394955,-1.2746642324885677,-0.8162734732558927,-2.8030947251649034,44,8,17,29,126515,-0.785777582596825,35.4,47.70580563569537,21,27.400000000000002,14.499999999999998,56.699999999999996,51.7,28.599999999999998,19,22.5,16.7,13.100000000000001,50518,3.2,23235,29250,13.5,14.899999999999999,2.8000000000000003,6.4,71.2,28.799999999999997,-200,818.67,49109742.18,5,2595.2799999999997,238422915.2,8,0,0,0,9717,0,1,0,0,0,0,0,0,0,9717,0,3152,1823684,361,1,198,9467,5348,0,156587942.88,19466,452338365.3297992,0.10599999874830246,0.09399999678134918,0.08399999886751175,5699778000,60253,4476721000,87.542,5681869,5663508,79.451,5698394,5140047,36599,4477477,41735,5049661
Odessa,TX,OdessaTX,17,0.013881101302325236,0.9687310337002617,0.26487819054300266,-1.0590055415575146,53,80,64,51,160579,20.722474908844866,30.4,19.54240591858213,11.899999999999999,15.5,9.1,68.30000000000001,64.1,23.3,15.6,23.799999999999997,17.7,19.7,62973,2.8000000000000003,28954,36282,21,15.4,13.900000000000002,13.900000000000002,67.2,32.800000000000004,663,1313.5,99788124.58,3,2075.95,168118406.81,4,0,460967,0,17328,0,1,0,0,1,0,0,0,0,15209,2119,5522,2354125,400,4,620,20740,16910,0,133987996.9,17999,347033611.8488846,0.035999998450279236,0.04600000008940697,0.03999999910593033,12805007000,107057,8655663000,103.88,12772974,13456927,85.668,11399343,11097612,52948,8694234,53610,8636134
Erie,PA,EriePA,2,-0.5267840939280151,-0.44877306046417065,0.5810154185797362,-0.35494255607388225,24,28,74,61,273835,-1.9335037996805582,39.7,13.53223656581518,16,23.1,8.5,60.5,57.099999999999994,34.8,20.5,21.6,7.1,16,51529,3.6999999999999997,28306,30326,4.6,27.900000000000002,4.3999999999999995,2.7,67.60000000000001,32.4,-2278,3507.23,139829303.94,9,6171.42,386446381.69,7,65364000,0,0,24605,0,2,0,0,3,1,0,4,0,16428,8177,12280,4893107,1090,6,976,40785,36692,0,261912688.11,56818,756572449.3001041,0.10199999809265137,0.10700000077486038,0.06700000166893005,12218579000,157567,12468015000,91.845,12202760,10733930,89.118,12509399,10415171,45883,12456039,52747,14189543
Carbondale-Marion,IL,Carbondale-MarionIL,10,-0.5328912423351387,-1.4455042693766458,0.9262952503664563,8.511419634929707,24,6,82,91,137573,0,37.9,15.64987315825053,18.9,23,9,54.800000000000004,51,36.1,20.7,21,8.1,14.099999999999998,45052,3.8,26395,26490,5.7,27.200000000000003,3.5000000000000004,1.7999999999999998,64.1,35.9,-1308,4321.43,328425965.97,2,4044.46,303341904.33000004,8,149980365,1871272,151099,26294,1,1,0,0,0,0,1,0,0,22516,3778,10388,2951988,652,4,398,23151,15923,0,182550473.63,24185,860583505.9226489,0.21199999749660492,0.18700000643730164,0.164000004529953,5723849000,72838,5149133000,95.882,5997044,5271926,93.691,6206570,5151468,42199,5651919,48769,6481782
Appleton,WI,AppletonWI,14,-0.6467637815600777,1.8226407755943723,-0.7621714868764904,-3.0504427921986697,19,96,19,26,235628,5.967377079407621,38.8,9.21070500959139,7.3999999999999995,10.5,6.2,70.7,68.8,35.9,14.000000000000002,21.7,9.2,19.1,67616,4.5,33710,38852,4.2,29.599999999999998,3.4000000000000004,2.1999999999999997,72.3,27.700000000000003,-60,758.88,29576941.27,3,1847.94,175147813.06,6,356957654,368196,0,19958,2,1,0,1,0,0,0,0,0,19958,0,8420,1043765,224,3,362,17000,36458,0,111096693.97,41085,275073051.59783155,0.028999999165534973,0.029999999329447746,0.024000000208616257,15181287000,158312,12554897000,118.884,15226074,13391072,119.637,16202188,13475866,52516,12709567,58312,14232954
Burlington,NC,BurlingtonNC,30,-0.13122612574667467,-0.2570249967527489,-1.1346395266880742,-1.9588219187621114,43,35,8,39,163324,11.050369886858146,39.1,30.228870221155496,16.1,24.8,9.5,62.7,59.3,33.2,17.4,21.8,10,17.599999999999998,49688,3.3000000000000003,27312,31203,11.200000000000001,24.8,7.9,5.4,65.2,34.8,878,1864.04,82500936.86,5,1584.51,109613937.43,3,273429219,0,96445,12810,1,1,0,0,0,1,0,0,0,11877,933,5756,1753507,365,1,329,12291,9741,0,131894270.08,32073,283827781.35666347,0.06499999761581421,0.06599999964237213,0.04100000113248825,6580346000,85901,6979321000,111.402,6587496,5699327,118.907,7440110,6083266,41493,7036830,48118,8366592
Kingston,NY,KingstonNY,30,-0.42006448832557813,0.1855790998139714,-1.124171649699759,-2.0312906773253867,31,54,8,39,178665,-2.25240997472399,44,15.483726527299696,13.8,17.2,9.5,61,57.8,38.6,20.3,21.7,9.3,10.100000000000001,64304,8,34834,34352,5.4,32.5,7.8,3.4000000000000004,74.4,25.6,-555,890.24,59495513.39,3,1980.17,153885078.88,6,0,0,217905,13493,2,1,0,0,1,0,0,0,0,12259,1234,5702,3568176,702,3,280,9844,5612,0,290965455.7,38100,280680352.77041745,0.052000001072883606,0.052000001072883606,0.03099999949336052,7945938000,91168,9351028000,104.975,7975762,6760400,107.177,8622165,6902235,53426,9705800,60557,11078945
Milwaukee-Waukesha,WI,Milwaukee-WaukeshaWI,12,0.5096668630180731,0.8337622237876173,-0.19173916037150618,-1.6793338675103633,79,76,42,42,1575223,2.2940495370794345,37.8,27.456303012335397,13.3,19.3,8.4,66.5,63.6,40.5,16.7,21.6,6.2,15.1,62389,4.3,35491,37957,5.6000000000000005,35.6,7.3999999999999995,4.5,60.9,39.1,-3550,21113.67,1326690455.96,43,44323.55,3209004670.74,44,1832582846,128118229,175000,107872,5,2,0,4,4,2,2,10,0,89518,18354,43156,16838082,3691,22,3699,163207,147234,0,1386848362.4,277488,6251573300.813303,0.11299999803304672,0.12099999934434891,0.0860000029206276,105601246000,1063541,91271807000,105.823,105728515,92517813,106.186,111479649,92834730,58192,91611803,65803,103079113
Lexington-Fayette,KY,Lexington-FayetteKY,5,0.11731932341515468,-0.00512736775337456,1.5680470902597776,3.415893938896938,59,46,93,82,510647,11.06792442160165,36.1,19.32352486159715,15.8,20.9,7.6,66.4,63.1,40.6,17,21.3,7.3999999999999995,13.700000000000001,58685,4.6,33153,31354,6.3,37.3,7.5,4.3999999999999995,60.3,39.7,265,9676.82,451086745.08,40,21707.32,1788946900.68,19,1768764080.9999998,157873245,588340,54442,6,1,1,2,2,0,1,2,0,43097,11345,29060,11818465,2563,11,2342,97475,77791,0,418965843.11,79332,2967458036.1252394,0.1469999998807907,0.14499999582767487,0.12399999797344208,30569070000,358022,25789519000,118.7,30829827,27413157,119.799,32851535,27666885,50708,26109414,57519,29786050
Sebastian-Vero Beach,FL,Sebastian-Vero BeachFL,24,-0.8150664890768392,-0.8974261192390762,0.4792608351597553,-7.328276982093731,12,17,72,1,153989,13.629923700172665,53.5,13.563306469942656,11.4,18.8,6.6000000000000005,47.699999999999996,44.5,33.1,21.099999999999998,24.8,11.200000000000001,9.8,54740,7.7,36516,28296,11.799999999999999,29.099999999999998,9.9,5,78.60000000000001,21.4,2447,22.57,747616.34,3,2831.79,228119519.09,10,0,0,0,129,1,0,0,0,0,0,0,0,0,129,0,178,89438,20,3,454,23609,15330,0,379124068.11,51791,302512993.5773642,0.06800000369548798,0.06599999964237213,0.02500000037252903,7176706000,83641,13296817000,130.992,7167210,6232940,137.823,8063835,6557964,86856,13711728,95109,15565785
Gainesville,GA,GainesvilleGA,26,0.012076639842322283,-0.019059833049810296,0.4546158848152468,-3.856458915408578,52,45,70,17,198667,13.523351295135466,36.7,14.374304741099428,13.900000000000002,21.8,7.3,63.1,60.699999999999996,30.2,14.000000000000002,21.6,11.600000000000001,22.7,62984,4.5,29680,30895,17.299999999999997,24.5,16.3,13.4,68.7,31.3,1025,986.02,29617696.56,6,2871.3,239021978.99,4,49482308,0,0,9760,1,1,0,0,1,0,0,1,0,8294,1466,5600,1734593,311,1,887,38088,24474,0,201056887.24,33491,366490393.5631485,0.04899999871850014,0.057999998331069946,0.041999999433755875,11805734000,121188,9481883000,136.134,11843790,10114583,147.885,13561088,10987617,47263,9530371,53920,11181330
Albany-Schenectady-Troy,NY,Albany-Schenectady-TroyNY,22,0.13417320857193674,1.2134530400882646,-0.13099719537519994,3.6305821915133825,60,87,46,83,880736,1.7037305625290156,40,17.346287650328815,10.2,14.2,5.8999999999999995,65,61.7,43.9,16.7,22.900000000000002,7.1,9.5,71285,4.6,37557,39509,3.5000000000000004,37.5,8.200000000000001,3.2,65.60000000000001,34.4,-3134,16816.78,910376606.59,29,21906.86,1613005629.27,23,1665426367.9999998,38700115,174596,130583,10,3,1,3,4,1,2,7,0,112410,18173,51822,20721585,4522,8,2301,109499,92474,67214,791065341.22,167999,3556699766.9652834,0.09099999815225601,0.11500000208616257,0.07500000298023224,66573271000,574671,53238361000,116.824,67472343,58056308,121.163,73995509,60212563,59477,53457161,67788,60961078
