Name,State,MSA,Cluster ID,PC_demographics,PC_economics,PC_hospitals,PC_highered,PC_demographics_ntile,PC_economics_ntile,PC_hospitals_ntile,PC_highered_ntile,totpop_19,popchange,medage,poc,pov,youngpov,oldpov,labfor,emp,mbsaocc,serocc,salocc,ncmocc,ptmocc,houincome,wfh,pcinc,medearn,nohealthin,highed,forborn,noenglish,ownerocc,renterocc,net_mig,highered_emp_qcew,highered_inc_qcew,highered_estab_qcew,hospital_emp_qcew,hospital_inc_qcew,hospital_estab_qcew,inst_highered_endowment,inst_highered_nihresearchfunding,inst_highered_nsfresearchfunding,inst_ipeds_enrollment_all,inst_ipeds_noncarnegie,inst_ipeds_associatescolleges,inst_ipeds_baccassoccollege,inst_ipeds_baccalaureatecolleges,inst_ipeds_masterscollegeuni,inst_ipeds_doctuniallother,inst_ipeds_doctoralunihighrese,inst_ipeds_specialfocus,inst_ipeds_tribalcolleges,inst_ipeds_undergradgrad,inst_ipeds_totalgradenrollment,inst_ipeds_completions,inst_ipeds_pellawards,inst_ipeds_pellnumberofstudents,inst_hosp_ahacommunityhospitals,inst_hosp_ahabeds,inst_hosp_ahaadmissions,inst_hosp_ahasurgicaloperations,inst_hosp_nihresearchfunding,inst_hosp_medpayments,inst_hosp_medbeneficiaries,impact_gva_direct,impact_share_allind_gva,impact_share_allind_emp,impact_share_allind_inc,regional_gva_allind,regional_emp_allind,regional_inc_allind,index_real_gdp_19,current_dollar_gdp_19,real_gdp_19,index_real_gdp_21,current_dollar_gdp_21,real_gdp_21,percapita_personal_income_19,total_income_pc_19,percapita_personal_income_21,total_income_pc_21
Tampa-St. Petersburg-Clearwater,FL,Tampa-St. Petersburg-ClearwaterFL,7,0.07288687630493755,0.01585278202658442,0.08008746569191873,0.2689473285721323,56,47,57,68,3097859,12.840220736882358,42.1,22.231289416335603,13.5,18.6,10.299999999999999,59.9,56.3,38.5,18,25.2,8.4,9.9,55285,7.3999999999999995,32276,33138,11.899999999999999,30.4,13.900000000000002,7.7,67.80000000000001,32.2,23118,22477.36,1157201569.69,84,61996.06,4667000091.18,186,520763975,75559137,294088,234773,22,1,3,2,4,0,1,9,0,212530,22243,98392,179176753,30463,34,8952,437469,235919,0,3489609379.6800003,646461,7894603484.472496,0.09399999678134918,0.09600000083446503,0.06700000166893005,168393558000,1875384,157400960000,121.153,167780098,146964582,130.357,190708533,158130174,50650,159404810,58315,187745719
Green Bay,WI,Green BayWI,31,-0.5096542072396688,1.190630095159884,0.23874548355246825,-1.0343288534730335,25,86,62,51,319401,5.498175092071156,38.8,12.946421582900491,9.6,12.5,7.3,68.5,66.5,34.4,15.4,21.6,9.4,19.1,62405,4.7,32520,35903,5.2,27.800000000000004,5.1,3.8,68.8,31.2,-96,3872.02,210077093.43,10,9846.73,827902832.46,10,150476274,365508,998759,29359,2,1,1,1,1,0,0,1,0,28623,736,12580,3535421,807,6,702,32590,54600,822707,212391065.6,59514,1375113557.0238492,0.11100000143051147,0.11800000071525574,0.09600000083446503,21151896000,220766,16911095000,111.895,21211842,18831297,109.819,21991068,18481871,52398,17132283,58240,19189367
Cape Coral-Fort Myers,FL,Cape Coral-Fort MyersFL,20,-0.44519633845743006,-0.6069914407145505,-0.7801757207678778,-3.19346890204048,30,24,18,25,737468,21.661263847302294,48.5,15.616813204098348,13.100000000000001,22.1,7.9,52.6,49.8,31.2,20.5,25.900000000000002,12.3,10,57832,6.3,33543,30409,13.3,28.199999999999996,16.7,9.3,73.5,26.5,13383,3590.64,185341902.47,21,10548.19,868069302.349999,16,0,471042,180166,44272,10,0,2,0,1,0,0,0,0,42743,1529,17778,13733262,2733,4,1649,80199,41871,0,1243541416.38,188912,1402635716.439568,0.054999999701976776,0.050999999046325684,0.032999999821186066,34506468000,398686,40800215000,130.202,34319954,29515140,142.01,39813620,32191829,56549,42383795,62885,49552254
Fayetteville-Springdale-Rogers,AR,Fayetteville-Springdale-RogersAR,22,0.16964141833750845,0.3252933811117685,-0.3605839214669277,0.00605754519361178,62,58,35,65,514259,15.401480164981397,34,16.931740620971144,12.8,15.6,8,64.7,62.4,38.1,14.899999999999999,22.1,9.2,15.8,57603,4.2,31119,32599,10.2,32.7,11.1,7.199999999999999,65,35,1624,7205.96999999999,295379705.39,13,7847.55,559275026.71,16,125569692,3443091,485000,46188,5,2,0,0,1,0,1,1,0,40123,6065,19288,9366010,2050,9,1144,49667,56291,0,453242937.28000003,80522,1190656976.179151,0.06700000166893005,0.07400000095367432,0.03500000014901161,28564790000,337390,37547463000,133.27,27981601,24961100,149.718,33102945,28041752,64552,34636869,70594,39582672
Pueblo,CO,PuebloCO,28,-0.6681982737889928,-1.064833071600247,-0.2005626229532517,1.7917814449734857,18,13,42,76,165982,6.232559330278287,39.3,19.57139930835874,18.9,26.6,11.700000000000001,56.10000000000001,51.7,31.6,21.6,24.3,9.5,13,46783,2.8000000000000003,25051,29749,6.7,21.8,3,2.1999999999999997,68.30000000000001,31.7,28,2329.69,130202592.92,6,3105.06,265812909.269999,5,0,0,0,23245,0,0,1,0,1,0,0,0,0,15357,7888,7692,2717047,550,2,383,18639,21535,0,173191069.26,36198,523868335.1558271,0.11400000005960464,0.10899999737739563,0.08299999684095383,6655712000,81702,6657646000,108.503,6737358,5851377,111.417,7436671,6008543,39857,6661970,46927,7959927
Lebanon,PA,LebanonPA,14,-0.8260228301092933,0.5587987781634939,-1.083373680116589,-5.792349582743836,12,69,9,4,139729,6.38642921859891,41,13.400224720709373,10.8,16.5,6.3,64.5,61.5,30.099999999999998,19.3,21,9.2,20.3,60281,3.6999999999999997,29130,32821,8.6,20.7,4.3999999999999995,4.7,70.19999999999999,29.799999999999997,64,580.91,19601172.52,2,3421.83,258191825.45,5,71832367,0,0,2575,2,0,0,0,1,0,0,1,0,2092,483,1338,879100,191,1,159,7187,7878,0,156103622.86,30164,392901613.4228862,0.08399999886751175,0.08699999749660492,0.052000001072883606,6281818000,69218,6938534000,109.104,6290417,5644941,111.624,6911784,5775313,48912,6985072,55803,8007372
Cleveland-Elyria,OH,Cleveland-ElyriaOH,26,0.2843116127200699,0.3222013202769833,0.9754957419793312,-2.2171815127594425,69,58,83,36,2056898,-1.4229443364265792,41.3,26.596262916294343,14.299999999999999,20.7,9,63.5,59.5,39.4,17.299999999999997,22.400000000000002,6.6000000000000005,14.399999999999999,56008,4.3999999999999995,33785,35157,5.3,31.2,6,3.5999999999999996,65.60000000000001,34.4,-3174,20885.47,990833744.129999,52,75535.01,6749178684.53,52,3075609453,295423814,243557,119313,23,5,5,1,5,0,2,6,0,103708,15605,48400,24908395,5172,31,7853,329753,352177,0,2169070953.45,405430,10275951300.63049,0.14000000059604645,0.1469999998807907,0.11299999803304672,137159235000,1351199,113298954000,108.567,138062059,119911243,110.707,147637827,122275473,54867,114529385,61948,128582329
Scranton--Wilkes-Barre,PA,Scranton--Wilkes-BarrePA,13,-0.7022618715719062,-0.11982751343102074,0.05513575279540153,-1.4967318973072283,16,40,56,44,555642,-0.97502642070314,42.7,10.603950025376053,14.499999999999998,23.3,8.3,60.9,57.599999999999994,32.6,17.599999999999998,22.900000000000002,8.3,18.6,53491,4.2,29354,32019,4.8,24.8,6,4.3999999999999995,68.4,31.6,505,7159.21,273808987.36,25,10704.48,758881445.36,17,304867063,0,486615,41293,6,2,1,4,3,2,0,5,0,31486,9807,17384,10403766,2195,10,1651,66766,59169,0,887476621.27,125040,1462596036.8814077,0.08699999749660492,0.0989999994635582,0.06400000303983688,28492937000,324781,25998357000,108.459,28484597,25221005,106.999,30040721,24881438,46092,26134296,53256,30235864
Oklahoma City,OK,Oklahoma CityOK,17,0.3768233160528862,0.22486566026462435,0.4293262101927796,-0.8941355194910245,74,55,70,54,1382841,13.448052374232923,35.2,26.33599958346621,13.900000000000002,19,7.5,65.2,61.8,37.6,17.1,23,10.5,11.799999999999999,59084,4.1000000000000005,31301,32439,12.5,30.5,7.9,5.1,63.9,36.1,-710,16423.1299999999,818727292.58,55,28617.67,2295912348.1999903,52,756512896,77171220,214562,120856,11,3,2,3,5,1,1,2,0,104620,16236,46468,23399493,4833,31,4541,175206,191825,0,1680963459.98,214524,4353610098.930776,0.09399999678134918,0.10000000149011612,0.07000000029802322,81388426000,886349,72484772000,121.275,81647293,81979808,117.36,86662243,79333683,51658,72992979,57150,82390048
Bay City,MI,Bay CityMI,2,-1.2919352604930536,-0.455849302793764,0.5237307994504438,-0.1589283107865399,2,27,73,64,104104,-3.746440326935163,43.4,5.31775916391301,15.8,25.900000000000002,8.3,58.8,55.00000000000001,29.799999999999997,19.900000000000002,23.5,9.700000000000001,17.1,48819,3.5999999999999996,27469,30746,5.1,19.3,1.4000000000000001,0.7000000000000001,77.5,22.5,-12,2170.1,73217375.17,2,1912.64,143140382.16,6,25581362,0,0,11105,2,1,0,0,0,0,0,0,0,11105,0,2616,2942525,535,2,364,16335,9648,0,161448395.4,26007,310493548.5474167,0.12099999934434891,0.13300000131130219,0.0689999982714653,3674940000,46795,4484468000,91.58,3696556,3253450,96.471,4158772,3427207,43230,4499337,50396,5190073
Johnson City,TN,Johnson CityTN,2,-0.9463997070773987,-1.0751802756242346,1.1167796375665648,2.9124168037440747,7,13,86,79,202049,3.2257899711344518,42.3,6.9517790239001425,17.5,23,11,56.599999999999994,53.900000000000006,36.1,18.099999999999998,22,8.9,14.799999999999999,44439,4.3999999999999995,27308,27689,9.9,26,3.2,1.0999999999999999,66.9,33.1,660,2988.54,132405840.289999,7,5521.96,375414772.85,10,127683901,7533568,323998,18851,3,0,0,0,1,0,1,0,0,14833,4018,8706,6619469,1526,5,842,38299,19115,0,186951592.23,47751,767192847.5776569,0.1420000046491623,0.12800000607967377,0.08500000089406967,7829263000,106620,8469004000,104.546,7906767,6862142,114.397,9219695,7508743,41712,8613447,48257,10040810
La Crosse-Onalaska,WI-MN,La Crosse-OnalaskaWI-MN,29,-0.572756847675335,0.4475603713031855,1.0714349793509728,4.032251080070491,22,66,85,84,136542,3.4056571623310328,37.2,8.260461982393695,12.2,8.7,7.199999999999999,67.2,64.9,37.2,18.7,21.7,7.5,14.899999999999999,58501,4.2,32629,31429,4.3999999999999995,33.4,2.8000000000000003,2.4,67,33,-187,3441.72999999999,181609753.589999,4,8237.27,795505925.9,3,55673184,0,237052,20796,1,1,0,0,2,0,0,0,0,18089,2707,10368,3593613,816,2,393,17612,26415,0,125143245.12,26560,1273658981.725882,0.23000000417232513,0.21799999475479126,0.19599999487400055,8500763000,97329,7126041000,114.135,8518660,7378999,117.062,9294924,7568240,51497,7165663,58414,8131912
Manchester-Nashua,NH,Manchester-NashuaNH,14,-0.21144018322357555,2.0082017076536482,-0.4338863709683029,-4.405489405873162,40,98,31,13,413035,3.3737533005468556,40.7,10.56593266914426,7.8,9.4,6.1,70.1,67.10000000000001,42.4,15.299999999999999,22.400000000000002,7.6,12.4,81460,6.4,40955,42103,6.2,38.1,9.700000000000001,4.9,67.7,32.300000000000004,2808,5863.44,242726640.09,23,10589.99,792422132.44,16,164005483,0,0,16622,6,2,0,3,1,0,0,2,0,15167,1455,5124,2467443,546,5,852,38595,28947,0,558386263.12,71259,1517325898.0385184,0.09399999678134918,0.10400000214576721,0.06499999761581421,28298242000,276482,26213931000,113.982,28292734,25148379,124.981,32729580,27575162,63263,26666042,71849,30469772
Salem,OR,SalemOR,30,-0.10992565413757133,-0.18708822727349927,-1.2220369505802904,-2.9739849827635507,46,39,6,27,422678,10.175972724358061,36.6,17.397167583834502,13.900000000000002,18.5,7.1,61.3,57.699999999999996,32.300000000000004,19,21.7,12.8,14.2,60178,5.3,27751,30504,7.5,24.9,11.600000000000001,9.2,63.1,36.9,1624,2942.69,130390507.4,26,6140.62,590776518.33,6,264015864,0,184602,27437,4,1,0,2,1,0,0,1,0,25605,1832,9482,6625253,1538,4,568,31472,19306,0,274373082.35,78700,962168762.5397074,0.07900000363588333,0.0729999989271164,0.054999999701976776,19129999000,227806,19121195000,127.907,19202278,16624130,133.402,21487178,17338364,44540,19187541,52971,23110360
Grand Junction,CO,Grand JunctionCO,13,-0.8005414823948792,-0.1478034205775723,0.20875443276869066,-0.8526148151921376,12,39,62,55,151218,6.278991313148352,39.7,5.988043751405256,14.2,19.2,7.1,62.2,57.99999999999999,36.1,19.1,20.7,12.1,12,55379,7.199999999999999,29596,30250,9.700000000000001,28.199999999999996,4.1000000000000005,2,72,28.000000000000004,1201,1975.11,98813892.22,4,4789.66,384408256.93,11,34874566,0,0,12412,1,1,0,0,1,0,0,0,0,12227,185,5402,4892241,1066,3,378,14598,11547,0,157649351.81,32184,655892342.9801685,0.1509999930858612,0.13699999451637268,0.10100000351667404,6864880000,90875,7093668000,106.869,6909096,6066610,108.201,7444077,6142260,46318,7170335,52121,8200469
Lafayette,LA,LafayetteLA,27,-0.007474546308047565,-0.547459688687402,0.3819401956706437,-0.8228582728240798,50,25,69,55,489914,83.28108282018091,36,29.448229689292404,19.1,26.400000000000002,13.700000000000001,62.1,57.99999999999999,32.7,18.2,22.7,12.4,14.000000000000002,51955,3,27955,31624,9.9,23.400000000000002,3.3000000000000003,3.2,69.5,30.5,-962,3422.99,222794602.99,8,8765.11999999999,571302637.04,48,0,5139468,319973,35066,8,3,0,0,0,0,1,0,0,32405,2661,14078,14957231,3081,14,1316,56315,32982,0,666455544.41,83304,1079136134.7896488,0.08299999684095383,0.07900000363588333,0.0560000017285347,21938151000,289131,21819746000,85.336,22022364,20256873,82.534,22650406,19591707,45588,21847769,52241,25034409
